order_id,msa_id,procurement_type_id,order_code,order_ceiling_amount
8538,104,3,BPO008538,42547.78
4942,165,1,SOW02131-1,164399.67
492,16,1,SOW00205,37599.94
2223,75,1,SOW00973,96593.64
10991,161,2,PO010991,48219.92
4259,143,1,SOW01841-1,68515.6
9948,89,2,PO009948,11669.66
6887,125,3,BPO006887,4383.08
8026,176,2,PO008026,10905.84
1646,57,1,SOW00719-1,87266.52
8121,195,3,BPO008121,5833.37
10186,45,4,CO010186,33154.57
10903,126,4,CO010903,46970.62
5661,192,1,SOW02434-2,65998.11
1817,63,1,SOW00797,125404.04
1887,65,1,SOW00827-2,206096.51
244,9,1,SOW00106-1,101162.89
5563,190,1,SOW02394-1,195675.68
716,24,1,SOW00304,167549.2
2324,77,1,SOW01012-3,168252.41
1615,55,1,SOW00703-2,97075.67
10725,84,4,CO010725,39981.25
10138,59,3,BPO010138,21627.66
7169,14,2,PO007169,25829.41
11179,110,3,BPO011179,38937.33
9032,92,4,CO009032,33989.43
5122,170,1,SOW02211-1,62553.18
5721,195,1,SOW02461,135372.36
7805,8,4,CO007805,46476.9
8367,118,4,CO008367,17399.27
2002,68,1,SOW00878,47549.48
1724,62,1,SOW00754-2,48531.75
10689,188,4,CO010689,30655.53
6739,107,4,CO006739,10376.4
5390,183,1,SOW02323,263904.22
2436,80,1,SOW01057,137794.08
10710,38,4,CO010710,43141.43
8639,129,4,CO008639,23532.21
10519,178,3,BPO010519,17822.2
10929,57,2,PO010929,22010.82
8853,30,4,CO008853,32457.55
7930,93,2,PO007930,7648.17
6346,123,2,PO006346,6101.62
428,15,1,SOW00179-2,75358.52
8453,42,4,CO008453,30497.53
11141,109,3,BPO011141,23693.91
3167,106,1,SOW01360-1,49258.3
7460,161,2,PO007460,47625.4
682,23,1,SOW00289,96298.05
930,31,1,SOW00404,570836.98
7867,19,4,CO007867,10578.61
7638,133,4,CO007638,49388.32
2394,79,1,SOW01040,61820.58
5669,192,1,SOW02437-1,56719.29
7740,45,3,BPO007740,42903.99
6290,161,2,PO006290,41284.62
9747,37,3,BPO009747,26947.64
9492,130,3,BPO009492,22164.56
1878,65,1,SOW00824-1,329074.3
9876,151,3,BPO009876,22287.65
5559,190,1,SOW02393-3,53400.35
2919,99,1,SOW01259,215886.44
6129,66,4,CO006129,21554.5
5975,107,4,CO005975,14772.84
2030,69,1,SOW00891,51177.17
4273,144,1,SOW01847-3,686845.03
5218,173,1,SOW02246-1,48916.69
6004,159,4,CO006004,33114.37
11088,76,2,PO011088,40020.93
4309,145,1,SOW01863-1,44214.4
2908,99,1,SOW01253-1,649612.37
9043,198,3,BPO009043,42563.3
7322,5,3,BPO007322,16569.31
11197,15,3,BPO011197,8301.92
7302,33,4,CO007302,25595.04
11401,58,3,BPO011401,42182.3
5208,172,1,SOW02244-2,214527.14
3900,131,1,SOW01679-1,138947.82
2088,70,1,SOW00913,10968.85
5036,168,1,SOW02171,122336.88
11039,8,2,PO011039,35557.54
8903,11,2,PO008903,20462.32
1142,39,1,SOW00498,57620.29
11678,72,4,CO011678,48619.04
7383,82,4,CO007383,27013.54
9279,141,2,PO009279,36055.31
7323,163,2,PO007323,29991.06
3874,130,1,SOW01669-1,1086420.29
2063,69,1,SOW00901-1,71500.99
4216,141,1,SOW01821-3,187605.32
1827,64,1,SOW00803-1,101293.91
2191,74,1,SOW00960,95971.09
2867,97,1,SOW01234,543504.12
6923,5,3,BPO006923,939.1
8718,191,2,PO008718,36697.0
11619,94,2,PO011619,31583.4
7727,161,4,CO007727,38992.72
1377,48,1,SOW00602-1,230991.3
8558,17,3,BPO008558,30505.3
751,26,1,SOW00322-1,159344.08
2754,92,1,SOW01182-1,88767.67
7764,178,2,PO007764,12644.91
4929,165,1,SOW02128-1,167992.43
3435,114,1,SOW01468-4,12005.6
4280,144,1,SOW01850,603689.91
6893,117,2,PO006893,1553.84
5514,187,1,SOW02375,172302.26
6034,168,4,CO006034,39361.55
1974,68,1,SOW00867-1,20174.95
4465,149,1,SOW01931-1,243007.73
7745,160,3,BPO007745,32154.01
1016,34,1,SOW00442-1,453376.33
6684,4,4,CO006684,23992.73
10432,147,4,CO010432,42657.55
5682,192,1,SOW02442-1,212654.86
1584,55,1,SOW00690,331364.26
4452,148,1,SOW01925-1,110777.54
4157,139,1,SOW01794-1,907546.16
1148,39,1,SOW00500-1,218428.4
5641,192,1,SOW02427-2,178939.34
4130,137,1,SOW01782-1,75863.95
4066,136,1,SOW01754-2,113400.98
3011,102,1,SOW01302,167291.18
578,18,1,SOW00243,80868.35
11490,156,4,CO011490,8539.1
10576,92,3,BPO010576,14992.8
11131,127,3,BPO011131,40455.41
4574,152,1,SOW01978-1,113318.11
8049,184,3,BPO008049,1093.95
10463,146,4,CO010463,43359.13
2748,92,1,SOW01180-3,68197.23
8928,51,2,PO008928,29869.23
5705,193,1,SOW02453-1,282145.37
11461,166,4,CO011461,21418.08
635,20,1,SOW00269-3,137177.94
6268,16,4,CO006268,9914.45
2560,85,1,SOW01106,127895.76
606,18,1,SOW00254-1,92942.32
9670,180,4,CO009670,37145.16
6973,33,4,CO006973,12624.72
4128,137,1,SOW01781,102490.51
3434,114,1,SOW01468-3,9304.34
8724,53,3,BPO008724,7646.99
5904,159,2,PO005904,3466.19
215,8,1,SOW00093-5,44082.25
8695,68,2,PO008695,29747.27
10973,37,3,BPO010973,4789.96
2883,98,1,SOW01240,171916.48
5720,194,1,SOW02460-4,793796.26
11402,36,3,BPO011402,28190.89
11657,66,2,PO011657,30448.42
10031,38,3,BPO010031,11213.89
680,23,1,SOW00288,227452.49
911,30,1,SOW00394-5,95330.46
2219,75,1,SOW00971,90977.23
7476,114,2,PO007476,24063.77
9750,4,4,CO009750,12086.95
8889,17,3,BPO008889,13756.07
1026,34,1,SOW00447,149119.84
4963,165,1,SOW02139-1,10442.52
6549,153,2,PO006549,5800.29
8002,34,4,CO008002,1028.56
2668,88,1,SOW01148,194544.36
371,13,1,SOW00159,53411.59
478,16,1,SOW00199,60865.39
399,14,1,SOW00168-1,486574.53
10257,85,3,BPO010257,43795.62
7153,50,3,BPO007153,14567.29
10610,43,4,CO010610,41530.52
3286,109,1,SOW01408,18549.81
6278,57,3,BPO006278,35558.61
7281,25,3,BPO007281,6860.87
1059,36,1,SOW00461-2,173291.78
9504,186,3,BPO009504,29140.5
11126,150,3,BPO011126,42848.38
5999,85,2,PO005999,652.69
2333,77,1,SOW01016-1,132741.36
1355,48,1,SOW00595,295441.26
2577,85,1,SOW01117,96476.85
11439,152,4,CO011439,12659.53
8613,149,3,BPO008613,20043.22
8156,150,3,BPO008156,854.04
8418,100,4,CO008418,17586.62
3509,117,1,SOW01504-2,27765.41
5784,196,1,SOW02486-1,103855.78
11493,169,2,PO011493,40680.29
4751,160,1,SOW02052-1,124180.96
5863,200,1,SOW02521,467689.74
10292,92,4,CO010292,35495.45
10604,84,3,BPO010604,30065.74
7917,186,3,BPO007917,18833.42
10957,92,4,CO010957,48561.48
7045,18,3,BPO007045,28107.99
11462,180,2,PO011462,27480.72
5521,187,1,SOW02377,716030.38
10943,73,4,CO010943,44583.25
7507,68,3,BPO007507,46749.33
6141,86,3,BPO006141,7743.32
1222,41,1,SOW00531,179415.41
2774,92,1,SOW01191-1,82730.54
1488,53,1,SOW00652,41789.3
6149,13,2,PO006149,16240.82
5860,200,1,SOW02519,662950.09
8919,75,2,PO008919,10629.67
9631,43,4,CO009631,40693.46
2946,100,1,SOW01271,404672.64
2717,90,1,SOW01169-2,54925.22
7862,176,3,BPO007862,37057.73
8228,139,4,CO008228,8631.67
20,1,1,SOW00011,93886.78
8368,66,4,CO008368,4066.49
10390,83,4,CO010390,40639.99
2888,98,1,SOW01244,359430.8
2261,75,1,SOW00987-1,119180.99
1833,64,1,SOW00805-1,153623.25
8707,136,3,BPO008707,17541.26
1736,62,1,SOW00759-2,97419.3
7098,109,4,CO007098,37302.43
10687,14,2,PO010687,7601.23
4763,160,1,SOW02059-1,201095.12
4700,158,1,SOW02034,520831.42
10345,8,2,PO010345,13907.24
3715,125,1,SOW01600,9112.44
4480,149,1,SOW01937,270905.21
10559,16,2,PO010559,42073.43
11077,151,4,CO011077,49398.28
11697,73,2,PO011697,4403.61
9771,99,4,CO009771,9651.47
1431,51,1,SOW00623-3,133239.46
11048,160,4,CO011048,45664.75
9544,88,2,PO009544,49060.12
8171,53,2,PO008171,38108.08
5543,188,1,SOW02386,299339.11
1153,39,1,SOW00501-1,214359.24
231,8,1,SOW00101,37426.74
5657,192,1,SOW02433-3,134952.97
11431,29,2,PO011431,38965.01
7174,91,3,BPO007174,42013.15
620,19,1,SOW00262-1,232509.32
7465,190,2,PO007465,34640.1
685,23,1,SOW00290-1,134246.29
9225,199,3,BPO009225,21096.11
3104,105,1,SOW01339-2,57809.5
6485,173,3,BPO006485,13508.73
1317,46,1,SOW00576,62524.43
1730,62,1,SOW00757,96710.27
943,32,1,SOW00410-1,945413.7
7517,184,3,BPO007517,15092.45
9259,28,4,CO009259,7119.43
7865,55,2,PO007865,23133.07
1939,67,1,SOW00852-1,23918.22
10590,171,3,BPO010590,47757.26
9647,87,4,CO009647,7709.28
706,23,1,SOW00300-2,132697.87
3836,129,1,SOW01658-1,62988.82
3473,116,1,SOW01485,215456.78
7021,147,3,BPO007021,36738.43
720,24,1,SOW00306,89254.25
3139,106,1,SOW01349-1,116809.13
10974,23,4,CO010974,44009.45
1940,67,1,SOW00853,29266.29
3845,129,1,SOW01659-4,156896.94
11059,158,2,PO011059,36227.05
4542,152,1,SOW01967-2,230897.66
6670,10,4,CO006670,13675.82
7892,31,3,BPO007892,41232.44
3272,109,1,SOW01402-4,122419.1
8832,24,3,BPO008832,13426.44
10763,126,2,PO010763,909.49
5717,194,1,SOW02460-1,416743.04
4745,159,1,SOW02049,85584.4
9454,154,3,BPO009454,46498.42
5533,188,1,SOW02383-3,163365.36
4812,161,1,SOW02077-2,61498.36
7709,72,4,CO007709,36755.91
11287,60,4,CO011287,20338.72
144,7,1,SOW00067,217273.24
8749,26,3,BPO008749,43169.12
10623,89,2,PO010623,35783.73
1342,47,1,SOW00588,95963.1
10122,51,2,PO010122,10306.72
9244,88,3,BPO009244,2172.57
5350,180,1,SOW02304-1,244734.29
9129,36,3,BPO009129,28609.42
622,19,1,SOW00263,187106.43
2374,78,1,SOW01032,254306.09
1554,54,1,SOW00675-1,282715.85
5967,151,3,BPO005967,36829.71
9540,194,4,CO009540,32184.8
7226,49,4,CO007226,37913.71
8579,168,2,PO008579,18528.36
922,30,1,SOW00399-3,74751.18
4821,162,1,SOW02081-1,196386.54
1168,39,1,SOW00510-1,318506.83
239,9,1,SOW00104-2,160935.76
11114,59,2,PO011114,7794.33
2543,84,1,SOW01098-1,189009.6
9979,72,3,BPO009979,24620.1
9887,160,2,PO009887,48506.82
2753,92,1,SOW01182,57634.36
1965,68,1,SOW00863-2,52556.58
3150,106,1,SOW01353-2,88990.04
699,23,1,SOW00298,262628.6
9898,195,2,PO009898,45510.48
421,15,1,SOW00176-1,85893.47
3540,118,1,SOW01518-1,200011.72
2412,79,1,SOW01050,31199.68
2108,70,1,SOW00923-1,24014.28
5937,66,3,BPO005937,23450.74
4111,136,1,SOW01773-5,261621.44
3582,119,1,SOW01535,197754.72
11693,11,4,CO011693,8825.29
7193,15,4,CO007193,41254.62
8828,33,2,PO008828,45446.06
4885,163,1,SOW02103,58354.15
10221,173,4,CO010221,39389.07
1072,37,1,SOW00469,230782.94
8550,23,2,PO008550,8678.47
8622,170,4,CO008622,14734.08
348,12,1,SOW00150-4,268070.59
74,3,1,SOW00037-2,87280.09
9096,28,2,PO009096,45299.62
3143,106,1,SOW01352,32355.3
4173,140,1,SOW01801-1,60825.8
1529,53,1,SOW00665-1,16428.71
976,33,1,SOW00424-1,50849.3
5560,190,1,SOW02393-4,61028.97
7889,184,4,CO007889,20211.12
7464,134,2,PO007464,12612.27
7408,155,3,BPO007408,43668.23
7858,81,4,CO007858,2873.82
505,17,1,SOW00209,56668.94
5508,186,1,SOW02371-4,861963.46
7778,149,2,PO007778,5282.76
3430,114,1,SOW01467-1,68357.17
8513,96,3,BPO008513,47805.59
8232,41,4,CO008232,7406.3
1507,53,1,SOW00658-4,38532.66
10856,76,2,PO010856,9591.52
11457,164,3,BPO011457,42483.95
6390,33,4,CO006390,10987.28
9940,12,2,PO009940,47685.94
3912,131,1,SOW01684,82089.4
825,28,1,SOW00356-1,303839.74
4446,148,1,SOW01923,114028.03
2111,70,1,SOW00925,28930.04
4145,138,1,SOW01789,843020.11
7999,111,3,BPO007999,2502.56
9580,19,3,BPO009580,4391.01
11158,48,4,CO011158,26051.62
2597,86,1,SOW01125-2,66244.2
2499,82,1,SOW01083-2,60275.53
2114,70,1,SOW00927,23164.88
7124,81,4,CO007124,12169.1
2019,69,1,SOW00885,13594.87
8733,1,3,BPO008733,23447.33
4759,160,1,SOW02057-1,149383.29
7486,132,3,BPO007486,47596.07
10265,70,3,BPO010265,13557.82
9128,45,2,PO009128,49094.25
490,16,1,SOW00204-4,47352.39
9144,89,3,BPO009144,31490.26
1547,54,1,SOW00671-1,260405.86
5337,180,1,SOW02298-2,151879.8
11503,167,3,BPO011503,44182.98
11637,86,4,CO011637,37338.44
6600,112,3,BPO006600,40763.03
10405,180,2,PO010405,20164.42
10916,24,3,BPO010916,28602.01
11177,148,3,BPO011177,37239.08
10785,31,2,PO010785,37999.17
636,20,1,SOW00270,443994.22
5731,195,1,SOW02465-3,94164.55
7049,164,3,BPO007049,24469.54
9204,54,3,BPO009204,15725.23
7391,108,3,BPO007391,20809.54
10679,132,4,CO010679,15228.27
10327,195,2,PO010327,10349.03
10875,138,4,CO010875,46148.27
5058,168,1,SOW02181,192155.37
1778,62,1,SOW00777-4,93568.95
9564,160,2,PO009564,45996.28
10121,127,2,PO010121,45467.44
1918,67,1,SOW00842,59678.9
9487,19,4,CO009487,46439.75
1303,45,1,SOW00568,85051.65
7629,127,4,CO007629,41638.92
10539,6,4,CO010539,690.44
3405,114,1,SOW01460-1,40573.5
9759,61,2,PO009759,1602.71
4717,158,1,SOW02038-2,600200.68
5702,193,1,SOW02451-1,232055.25
2197,74,1,SOW00963,29316.06
11087,167,3,BPO011087,33621.92
2027,69,1,SOW00889-1,44066.15
7313,182,4,CO007313,13262.91
3533,118,1,SOW01515-2,79898.54
2664,88,1,SOW01146-1,181923.49
2254,75,1,SOW00985-1,53867.28
1856,65,1,SOW00815-1,202714.21
4571,152,1,SOW01977-4,210021.35
5479,185,1,SOW02357-2,147960.82
4458,149,1,SOW01927-1,84620.99
5150,171,1,SOW02221-1,41573.13
1404,50,1,SOW00614-1,220701.35
5403,183,1,SOW02329-3,370282.19
8591,36,2,PO008591,25882.83
9003,142,4,CO009003,30430.67
6217,176,2,PO006217,3075.97
7623,138,3,BPO007623,7153.07
7712,92,2,PO007712,1139.84
6851,16,2,PO006851,24930.98
8005,10,4,CO008005,33759.24
54,3,1,SOW00028-3,62284.33
7830,138,2,PO007830,40456.64
2420,79,1,SOW01052-4,92853.99
1109,38,1,SOW00483-3,182029.31
563,18,1,SOW00236,64471.06
10850,29,3,BPO010850,5992.49
2703,90,1,SOW01162-4,66478.06
4336,145,1,SOW01878,20137.4
9737,166,3,BPO009737,45848.92
3422,114,1,SOW01464,40035.68
6702,57,4,CO006702,49707.31
1060,36,1,SOW00462,363235.27
9635,123,3,BPO009635,11784.81
10580,146,2,PO010580,25381.35
8240,188,3,BPO008240,27648.31
6588,83,3,BPO006588,39649.37
6752,76,2,PO006752,37889.09
6253,31,2,PO006253,29534.79
8491,84,3,BPO008491,18714.39
9924,25,2,PO009924,1254.05
9190,130,2,PO009190,28216.71
4257,143,1,SOW01840-1,60706.36
4397,148,1,SOW01903,108684.3
7800,194,3,BPO007800,29578.66
4909,165,1,SOW02117,159029.42
10000,102,4,CO010000,5249.71
9229,36,3,BPO009229,35452.03
2243,75,1,SOW00981,49714.7
4672,157,1,SOW02022-3,114264.82
2859,97,1,SOW01230,762033.4
10578,50,3,BPO010578,48948.02
9228,72,3,BPO009228,43198.34
5729,195,1,SOW02465-1,67260.39
7886,41,3,BPO007886,3791.77
8514,67,4,CO008514,28149.15
1172,39,1,SOW00512-1,423943.79
1293,44,1,SOW00561-5,228253.19
10524,103,4,CO010524,19531.37
7742,190,2,PO007742,16168.44
11180,81,2,PO011180,34249.67
11370,84,2,PO011370,23419.93
3751,127,1,SOW01617-3,23020.62
9666,59,3,BPO009666,36099.74
6071,168,2,PO006071,29069.29
2093,70,1,SOW00914,35326.93
8646,42,2,PO008646,17434.01
8975,191,2,PO008975,5447.31
6682,175,2,PO006682,8748.95
228,8,1,SOW00099-1,64644.01
173,7,1,SOW00080,308696.17
10607,81,2,PO010607,24710.4
8931,83,2,PO008931,2440.95
10983,194,3,BPO010983,15946.8
4726,159,1,SOW02043,90953.64
11265,199,2,PO011265,10041.03
102,3,1,SOW00046-5,112862.19
5942,129,4,CO005942,36404.6
10176,198,2,PO010176,32833.46
6818,179,3,BPO006818,19192.63
10088,127,4,CO010088,41186.61
10253,159,4,CO010253,42104.55
1548,54,1,SOW00672,208548.32
5932,157,4,CO005932,21954.81
6629,36,4,CO006629,23304.34
4881,163,1,SOW02101-1,60225.03
298,10,1,SOW00129,26448.01
8195,163,4,CO008195,47645.04
11209,19,3,BPO011209,23495.38
974,33,1,SOW00423-1,56799.82
4081,136,1,SOW01761,165613.08
7279,55,3,BPO007279,33587.62
7573,47,2,PO007573,1798.11
7382,176,4,CO007382,38206.78
8856,154,4,CO008856,29031.06
4200,140,1,SOW01813-2,33603.19
9643,65,3,BPO009643,39947.34
4887,163,1,SOW02104,74023.63
3536,118,1,SOW01515-5,133164.23
3383,114,1,SOW01452,131589.68
8166,74,3,BPO008166,1926.47
136,6,1,SOW00063,385988.05
5830,199,1,SOW02505-1,285210.59
5142,171,1,SOW02217-2,201955.63
856,29,1,SOW00373,441994.43
8131,195,2,PO008131,32359.24
10335,32,4,CO010335,45094.73
11705,9,3,BPO011705,49712.65
7191,102,2,PO007191,49789.02
6232,52,2,PO006232,43285.33
8033,2,2,PO008033,9204.62
8093,147,2,PO008093,35551.19
11078,65,3,BPO011078,24775.3
5486,185,1,SOW02361,182161.15
6581,156,3,BPO006581,21750.99
2881,98,1,SOW01239,347063.7
6950,39,4,CO006950,1764.0
8788,85,2,PO008788,4891.15
10361,139,2,PO010361,27072.74
8090,122,3,BPO008090,27972.29
6663,167,3,BPO006663,36734.08
9192,166,3,BPO009192,26187.28
10321,82,2,PO010321,8180.7
1535,53,1,SOW00666-5,26120.98
3734,126,1,SOW01609-4,111224.92
9481,153,4,CO009481,44305.07
255,9,1,SOW00112,115345.24
10659,49,3,BPO010659,14321.21
5893,162,4,CO005893,19733.99
753,26,1,SOW00323-1,89300.59
7414,184,4,CO007414,6488.61
6727,73,4,CO006727,33433.64
7557,49,2,PO007557,38472.21
583,18,1,SOW00244,51306.33
7554,200,2,PO007554,26822.24
4276,144,1,SOW01848-2,925984.59
9599,88,4,CO009599,44676.95
7556,120,4,CO007556,32683.61
729,25,1,SOW00311-1,515088.34
3294,110,1,SOW01411,179247.03
6266,71,4,CO006266,48390.6
9388,152,2,PO009388,20910.89
6544,63,4,CO006544,39111.43
4360,146,1,SOW01888,82623.7
7289,88,4,CO007289,41250.29
4646,156,1,SOW02009-5,124526.67
9115,16,3,BPO009115,43114.75
10993,67,2,PO010993,17811.26
1680,60,1,SOW00736,122389.87
8102,71,4,CO008102,7582.63
11479,152,4,CO011479,34504.68
951,32,1,SOW00414,610604.38
10365,82,4,CO010365,2485.11
1277,43,1,SOW00555-1,172018.25
6258,52,4,CO006258,36178.09
10626,158,2,PO010626,22707.02
2603,86,1,SOW01126-2,87659.78
5844,199,1,SOW02509,534450.89
5198,172,1,SOW02240-2,144421.93
9883,173,3,BPO009883,32373.71
9162,137,3,BPO009162,34237.36
6089,119,4,CO006089,19414.0
870,29,1,SOW00376-5,555637.91
9063,154,3,BPO009063,19841.53
3517,117,1,SOW01508-1,74834.17
4819,162,1,SOW02080-1,359256.81
11192,165,2,PO011192,24366.19
3861,129,1,SOW01665-2,97850.41
11136,164,2,PO011136,38240.15
1327,46,1,SOW00581-1,125222.48
7315,117,3,BPO007315,2902.91
6924,10,3,BPO006924,24270.29
1052,36,1,SOW00459-1,342832.63
8337,22,4,CO008337,44636.7
5665,192,1,SOW02435-1,169873.77
2769,92,1,SOW01189-1,128282.4
2284,76,1,SOW00997,123076.69
5995,87,3,BPO005995,34252.07
1161,39,1,SOW00506,154765.43
7199,183,2,PO007199,35429.16
1582,55,1,SOW00689,149158.16
4567,152,1,SOW01977,105010.68
3681,125,1,SOW01582-1,12432.27
8276,173,2,PO008276,46809.14
11352,18,3,BPO011352,41879.72
10232,112,3,BPO010232,20345.23
5165,171,1,SOW02228-1,108884.49
7628,172,4,CO007628,5271.72
9036,56,2,PO009036,28308.81
10073,78,3,BPO010073,9495.33
7743,79,2,PO007743,45751.48
11154,47,3,BPO011154,2965.62
1331,46,1,SOW00581-5,250444.95
10684,182,4,CO010684,17752.21
8688,104,2,PO008688,15938.66
10622,79,2,PO010622,34222.76
605,18,1,SOW00254,73046.32
5303,177,1,SOW02283,97663.92
5252,174,1,SOW02260-3,236445.88
2705,90,1,SOW01163-1,33271.44
2575,85,1,SOW01115-1,134058.86
8881,32,3,BPO008881,13014.35
10869,77,4,CO010869,28080.97
4060,136,1,SOW01752,166826.41
7076,24,4,CO007076,16997.76
6874,113,2,PO006874,14488.5
9396,104,3,BPO009396,28439.2
1123,38,1,SOW00486-5,253645.65
2863,97,1,SOW01232,386506.67
8835,53,2,PO008835,40242.07
3865,129,1,SOW01666,64272.77
6591,200,3,BPO006591,6554.03
1713,61,1,SOW00751-1,392822.24
797,27,1,SOW00342-2,14399.41
4268,143,1,SOW01845-1,76765.07
11605,172,3,BPO011605,15207.57
2745,92,1,SOW01180,38969.85
7657,94,3,BPO007657,32293.49
7176,155,2,PO007176,47790.33
8902,193,3,BPO008902,38004.07
8138,93,3,BPO008138,17238.82
10028,43,3,BPO010028,9893.75
11616,9,4,CO011616,49393.0
8489,7,3,BPO008489,20468.9
3232,108,1,SOW01385-3,138110.87
6714,157,2,PO006714,21956.25
7699,70,2,PO007699,19384.33
11456,7,4,CO011456,42269.81
9617,8,2,PO009617,4413.72
8129,112,4,CO008129,16532.27
5519,187,1,SOW02376-2,468317.93
9006,134,3,BPO009006,7686.46
3563,118,1,SOW01526-3,60682.67
8016,147,2,PO008016,39054.4
6241,14,4,CO006241,37365.36
4124,137,1,SOW01779,127742.29
11542,150,2,PO011542,46970.0
5664,192,1,SOW02435,94603.78
4515,150,1,SOW01953,47013.24
9038,176,2,PO009038,38441.3
525,17,1,SOW00217-4,85812.88
9755,8,3,BPO009755,40241.11
11225,179,4,CO011225,11339.7
3506,117,1,SOW01503-1,54198.36
7787,115,4,CO007787,32688.74
3896,131,1,SOW01677,163459.62
639,21,1,SOW00272-1,272910.56
6951,156,2,PO006951,40497.69
8750,133,3,BPO008750,37446.95
10922,190,4,CO010922,31079.91
4162,140,1,SOW01798,21938.19
3166,106,1,SOW01360,44735.54
5738,195,1,SOW02467-2,200123.24
4536,152,1,SOW01965-1,234833.64
9222,61,4,CO009222,26575.76
8327,11,3,BPO008327,39141.28
6570,52,2,PO006570,17753.39
6499,86,2,PO006499,46354.27
1609,55,1,SOW00701-1,115152.96
5224,173,1,SOW02247-1,95351.13
2918,99,1,SOW01258-1,479369.97
3833,129,1,SOW01657,187619.25
768,27,1,SOW00332,12670.41
6285,167,3,BPO006285,31817.8
10475,192,2,PO010475,27192.45
4483,149,1,SOW01938-1,209970.69
2805,93,1,SOW01205-1,756553.81
2925,100,1,SOW01263,280737.89
2475,82,1,SOW01076-3,50185.81
2408,79,1,SOW01047,64573.05
8279,100,4,CO008279,32858.26
5389,183,1,SOW02322,388090.91
775,27,1,SOW00334-1,42818.53
968,33,1,SOW00420-4,40107.1
56,3,1,SOW00028-5,88977.62
8069,87,2,PO008069,1573.19
8612,10,2,PO008612,33587.4
9773,166,4,CO009773,7660.34
3046,103,1,SOW01313-1,209435.87
782,27,1,SOW00339,11396.89
8793,190,2,PO008793,49044.89
8751,6,2,PO008751,28574.22
6783,151,3,BPO006783,18683.3
2663,88,1,SOW01146,111952.92
893,30,1,SOW00386,104976.47
9420,21,2,PO009420,40743.36
4389,147,1,SOW01901-2,109300.4
9045,8,2,PO009045,24181.66
4338,145,1,SOW01878-2,50343.5
6771,27,3,BPO006771,1720.49
5935,195,3,BPO005935,29961.58
6194,91,2,PO006194,755.14
1296,44,1,SOW00563-1,264690.19
6537,152,2,PO006537,1877.01
5381,182,1,SOW02316-1,420058.05
6057,86,2,PO006057,41480.29
5463,184,1,SOW02351,79908.78
1908,66,1,SOW00838-1,256612.95
1909,66,1,SOW00838-2,307935.53
401,15,1,SOW00169-1,88910.14
4468,149,1,SOW01933,95034.78
11341,195,3,BPO011341,44100.19
863,29,1,SOW00375-3,216920.66
3217,108,1,SOW01380-5,168767.02
3495,117,1,SOW01498,63121.7
1256,42,1,SOW00545,35355.54
9210,135,2,PO009210,12288.37
4573,152,1,SOW01978,86713.43
11009,28,4,CO011009,15513.75
9432,41,3,BPO009432,46137.48
3979,133,1,SOW01711-1,74720.14
8522,186,3,BPO008522,3038.69
3448,115,1,SOW01473,1198303.68
1707,61,1,SOW00748,522101.77
6421,42,4,CO006421,26056.89
9450,182,2,PO009450,16174.96
8178,47,3,BPO008178,10714.46
4307,145,1,SOW01862-1,78538.23
1846,64,1,SOW00810-3,119486.22
1288,44,1,SOW00561,91301.28
2074,70,1,SOW00906-1,38490.5
4956,165,1,SOW02135-4,181017.06
6815,10,4,CO006815,4107.64
2345,77,1,SOW01022-1,211513.57
3035,103,1,SOW01310-3,49813.14
9493,3,4,CO009493,9042.46
222,8,1,SOW00097,31391.73
3999,134,1,SOW01722,357878.3
5380,182,1,SOW02316,271517.46
3662,124,1,SOW01572-1,76236.48
9766,36,2,PO009766,39306.27
7497,28,2,PO007497,11054.21
5471,184,1,SOW02353-1,36528.73
4250,143,1,SOW01836,51633.94
9615,80,3,BPO009615,7149.66
5691,193,1,SOW02447-1,253892.19
6065,194,3,BPO006065,19857.62
6247,34,3,BPO006247,18348.15
1022,34,1,SOW00445-3,202759.66
8393,190,4,CO008393,48944.29
10230,144,3,BPO010230,20084.34
5187,172,1,SOW02237,202544.25
2826,95,1,SOW01215-1,61816.11
3644,123,1,SOW01563-5,205924.92
1453,52,1,SOW00635,46334.05
7025,127,3,BPO007025,4799.76
10426,97,2,PO010426,17093.61
7703,125,3,BPO007703,11619.35
5758,196,1,SOW02476-1,184957.26
1167,39,1,SOW00510,277020.54
3354,113,1,SOW01438-1,234237.95
6553,126,2,PO006553,20980.38
3025,103,1,SOW01308,132285.24
4987,167,1,SOW02150-2,25146.94
6168,22,4,CO006168,14649.62
7402,183,2,PO007402,16474.85
2382,79,1,SOW01036,23942.72
1651,57,1,SOW00722,124400.96
3066,104,1,SOW01321,207780.84
5038,168,1,SOW02172-1,197636.15
10269,129,3,BPO010269,6851.03
1136,39,1,SOW00494-1,191104.69
7710,65,4,CO007710,25637.27
5301,176,1,SOW02282,112015.08
5951,182,3,BPO005951,31931.5
4187,140,1,SOW01809-4,59594.6
3371,113,1,SOW01446-4,273709.74
6411,34,4,CO006411,33896.98
6069,83,4,CO006069,43359.84
1218,41,1,SOW00529,40482.27
7071,57,4,CO007071,43843.29
7395,105,2,PO007395,16588.51
9067,36,3,BPO009067,1463.39
11594,179,3,BPO011594,46532.34
9932,35,4,CO009932,46412.16
3928,132,1,SOW01689-2,142566.97
2034,69,1,SOW00892-3,61230.13
8264,109,4,CO008264,29562.67
